"Cluster","Mutation_Level","Copy_Number_Alteration","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"29_593.AMP","29_593","AMP","hsa04913","Ovarian steroidogenesis","5/105","49/7925",0.000445281977148679,0.00204087572859811,0.00118155963234627,"2778/3480/3949/5321/5743",5
"29_593.AMP","29_593","AMP","hsa04071","Sphingolipid signaling pathway","7/105","119/7925",0.000974426205657807,0.00432097300590521,0.00250161595078723,"4363/5604/4893/5578/5581/5879/9475",7
"29_593.AMP","29_593","AMP","hsa04934","Cushing syndrome","8/105","155/7925",0.00100168010591439,0.00432097300590521,0.00250161595078723,"196/324/405/1499/1956/2778/3949/5604",8
"29_593.AMP","29_593","AMP","hsa05160","Hepatitis C","8/105","155/7925",0.00100168010591439,0.00432097300590521,0.00250161595078723,"1499/1950/1956/356/3949/5604/4893/6654",8
"29_593.AMP","29_593","AMP","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","6/105","89/7925",0.00111897521191797,0.00473412589657601,0.00274080972959664,"1950/1956/3717/5604/4773/4893",6
"29_593.AMP","29_593","AMP","hsa04926","Relaxin signaling pathway","7/105","129/7925",0.00156099508310372,0.00647960223175131,0.0037513486604876,"1282/1956/2778/5604/4893/5578/6654",7
"29_593.AMP","29_593","AMP","hsa04650","Natural killer cell mediated cytotoxicity","7/105","131/7925",0.00170582806152607,0.00694966988029139,0.00402349308858975,"356/5604/4773/4893/5578/5879/6654",7
"29_593.AMP","29_593","AMP","hsa04270","Vascular smooth muscle contraction","7/105","132/7925",0.00178206262764064,0.00712825051056257,0.00412688187453622,"2778/5604/5321/5578/5580/5581/9475",7
"29_593.AMP","29_593","AMP","hsa04925","Aldosterone synthesis and secretion","6/105","98/7925",0.00184181477099386,0.00721090589072987,0.00417473498936993,"493/2778/3949/5578/5581/23683",6
"29_593.AMP","29_593","AMP","hsa05221","Acute myeloid leukemia","5/105","67/7925",0.00186828016259819,0.00721090589072987,0.00417473498936993,"3815/5604/4893/6654/6777",5
"29_593.AMP","29_593","AMP","hsa04917","Prolactin signaling pathway","5/105","70/7925",0.00226921775487378,0.00860737769090056,0.00498321866315296,"3717/5604/4893/6654/6777",5
"29_593.AMP","29_593","AMP","hsa05100","Bacterial invasion of epithelial cells","5/105","73/7925",0.00272950969947145,0.0101778327776902,0.00589242950287325,"1499/2335/3678/4233/5879",5
"29_593.AMP","29_593","AMP","hsa05212","Pancreatic cancer","5/105","75/7925",0.00307174110348497,0.0112630507127782,0.00652071357055582,"1950/1956/2064/5604/5879",5
"29_593.AMP","29_593","AMP","hsa05167","Kaposi sarcoma-associated herpesvirus infection","8/105","186/7925",0.00317305483047375,0.0114438043066266,0.006625360388047,"1499/2033/3717/5604/4773/4893/5743/5879",8
"29_593.AMP","29_593","AMP","hsa05220","Chronic myeloid leukemia","5/105","76/7925",0.00325400843471355,0.0115263879861814,0.00667317199199976,"25/5604/4893/6654/6777",5
"29_593.AMP","29_593","AMP","hsa03430","Mismatch repair","3/105","23/7925",0.00330073837786104,0.0115263879861814,0.00667317199199976,"4292/4437/2956",3
"29_593.AMP","29_593","AMP","hsa05412","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","5/105","77/7925",0.00344395054654742,0.0118385800037568,0.00685391473901708,"1499/1829/3678/3685/3690",5
"29_593.AMP","29_593","AMP","hsa04062","Chemokine signaling pathway","8/105","189/7925",0.00349953041987767,0.0118445644980475,0.00685737944623802,"3717/5604/4893/5580/5879/9475/6654/6777",8
"29_593.AMP","29_593","AMP","hsa04670","Leukocyte transendothelial migration","6/105","112/7925",0.003607838755987,0.0120261291866233,0.00696249584488719,"81/1499/1500/5578/5879/9475",6
"29_593.AMP","29_593","AMP","hsa04726","Serotonergic synapse","6/105","115/7925",0.00411036917866183,0.0134967346165015,0.00781389898850089,"2778/5604/4893/5321/5578/5743",6
"29_593.AMP","29_593","AMP","hsa04662","B cell receptor signaling pathway","5/105","82/7925",0.00451507733016824,0.0146076031270149,0.00845703338932442,"5604/4773/4893/5879/6654",5
"29_593.AMP","29_593","AMP","hsa05135","Yersinia infection","6/105","120/7925",0.00506072798502989,0.0161356544450228,0.00934169467869743,"2335/3678/5604/4773/5879/9475",6
"29_593.AMP","29_593","AMP","hsa04310","Wnt signaling pathway","7/105","160/7925",0.00521819421595047,0.0164000389644158,0.00949475940045123,"324/1499/2033/4773/5578/5879/9475",7
"29_593.AMP","29_593","AMP","hsa04630","JAK-STAT signaling pathway","7/105","162/7925",0.00558074806615366,0.0172924587965325,0.010011423513782,"1950/1956/2033/3717/9180/6654/6777",7
"29_593.AMP","29_593","AMP","hsa04512","ECM-receptor interaction","5/105","88/7925",0.00609108416865607,0.0186116460708935,0.0107751635147278,"1282/2335/3678/3685/3690",5
"29_593.AMP","29_593","AMP","hsa04530","Tight junction","7/105","169/7925",0.00700007665368387,0.021096121422061,0.0122135439811932,"81/2064/3996/4214/5581/5879/9475",7
"29_593.AMP","29_593","AMP","hsa04658","Th1 and Th2 cell differentiation","5/105","92/7925",0.00733543630832409,0.0218080538896122,0.0126257154097755,"3717/9794/4773/4851/6777",5
"29_593.AMP","29_593","AMP","hsa05166","Human T-cell leukemia virus 1 infection","8/105","219/7925",0.00839238205795695,0.0246176540366737,0.0142523260212322,"2033/8379/5604/4214/4773/4893/6777/8295",8
"29_593.AMP","29_593","AMP","hsa04210","Apoptosis","6/105","136/7925",0.00919327999815112,0.0266121263104375,0.0154070204955164,"153090/1616/356/5604/4893/142",6
"29_593.AMP","29_593","AMP","hsa04910","Insulin signaling pathway","6/105","137/7925",0.00951340634702454,0.0271811609914987,0.0157364616266571,"2194/3099/5604/4893/5792/6654",6
"29_593.AMP","29_593","AMP","hsa04750","Inflammatory mediator regulation of TRP channels","5/105","100/7925",0.0103375394185018,0.0291571624624409,0.0168804624782552,"2778/5321/5578/5580/5581",5
"29_593.AMP","29_593","AMP","hsa05146","Amoebiasis","5/105","102/7925",0.0112025369134764,0.0311969382400608,0.0180613852968773,"81/1282/2335/2778/5578",5
"29_593.AMP","29_593","AMP","hsa04720","Long-term potentiation","4/105","67/7925",0.0117763001309819,0.0319850127014324,0.0185176389324082,"2033/5604/4893/5578",4
"29_593.AMP","29_593","AMP","hsa05131","Shigellosis","4/105","67/7925",0.0117763001309819,0.0319850127014324,0.0185176389324082,"25/3678/5879/9475",4
"29_593.AMP","29_593","AMP","hsa05216","Thyroid cancer","3/105","37/7925",0.0126681432336739,0.0339877013586372,0.0196770902602636,"1499/5604/4893",3
"29_593.AMP","29_593","AMP","hsa04928","Parathyroid hormone synthesis, secretion and action","5/105","106/7925",0.0130784508362686,0.0346657733009529,0.0200696582268675,"1956/2260/2778/5604/5578",5
"29_593.AMP","29_593","AMP","hsa05203","Viral carcinogenesis","7/105","201/7925",0.0170820106486255,0.0447385993178286,0.0259012943419008,"81/2033/8379/4893/5879/6777/23352",7
"29_593.DEL","29_593","DEL","hsa05165","Human papillomavirus infection","17/51","330/7925",9.20624437335657e-12,1.5466490547239e-09,7.94644251173936e-10,"472/545/1284/1387/3551/3716/2475/5290/5584/5728/5747/5894/5925/7057/7058/7157/7248",17
"29_593.DEL","29_593","DEL","hsa05212","Pancreatic cancer","9/51","75/7925",8.23055307743617e-10,6.91366458504639e-08,3.55213343341982e-08,"1029/3551/3716/2475/5290/5337/5894/5925/7157",9
"29_593.DEL","29_593","DEL","hsa04218","Cellular senescence","11/51","160/7925",3.82083429846488e-09,2.13966720714033e-07,1.09932776306709e-07,"472/545/1029/2475/5290/5728/5894/5925/7157/54822/7248",11
"29_593.DEL","29_593","DEL","hsa05219","Bladder cancer","7/51","41/7925",5.67574814260042e-09,2.38381421989218e-07,1.22476670445588e-07,"1029/4312/4313/5894/5925/7057/7157",7
"29_593.DEL","29_593","DEL","hsa05215","Prostate cancer","9/51","97/7925",8.42500460460182e-09,2.52279738374327e-07,1.29617409440444e-07,"1387/3551/2475/5156/5290/5728/5894/5925/7157",9
"29_593.DEL","29_593","DEL","hsa05166","Human T-cell leukemia virus 1 infection","12/51","219/7925",9.00999065622596e-09,2.52279738374327e-07,1.29617409440444e-07,"472/545/701/1029/1387/3551/3716/8829/5290/5728/5925/7157",12
"29_593.DEL","29_593","DEL","hsa05214","Glioma","8/51","75/7925",2.01892600519156e-08,4.84542241245974e-07,2.48950274324373e-07,"1029/2475/5156/5290/5728/5894/5925/7157",8
"29_593.DEL","29_593","DEL","hsa04151","PI3K-Akt signaling pathway","14/51","354/7925",2.79622044733353e-08,5.87206293940041e-07,3.01697469317565e-07,"1284/3551/3716/2475/4602/5156/5290/5728/5747/5894/7057/7058/7157/7248",14
"29_593.DEL","29_593","DEL","hsa05163","Human cytomegalovirus infection","11/51","225/7925",1.32618085931319e-07,2.47553760405129e-06,1.27189275396119e-06,"1029/3551/3716/2475/5156/5290/5747/5894/5925/7157/7248",11
"29_593.DEL","29_593","DEL","hsa01522","Endocrine resistance","8/51","98/7925",1.68406093071753e-07,2.82922236360545e-06,1.45361048756671e-06,"1029/4313/2475/5290/5747/5894/5925/7157",8
"29_593.DEL","29_593","DEL","hsa04115","p53 signaling pathway","7/51","72/7925",3.19667090446619e-07,4.47533926625267e-06,2.29935977338796e-06,"472/545/1029/5728/7057/8795/7157",7
"29_593.DEL","29_593","DEL","hsa05218","Melanoma","7/51","72/7925",3.19667090446619e-07,4.47533926625267e-06,2.29935977338796e-06,"1029/5156/5290/5728/5894/5925/7157",7
"29_593.DEL","29_593","DEL","hsa05206","MicroRNAs in cancer","12/51","310/7925",4.17908794389822e-07,5.40066749673e-06,2.77477903967331e-06,"472/1029/1387/23405/3551/2475/5156/5290/5728/5894/7057/7157",12
"29_593.DEL","29_593","DEL","hsa01521","EGFR tyrosine kinase inhibitor resistance","7/51","79/7925",6.07889090658245e-07,7.29466908789894e-06,3.74788762661475e-06,"3716/2475/3084/5156/5290/5728/5894",7
"29_593.DEL","29_593","DEL","hsa05222","Small cell lung cancer","7/51","92/7925",1.72408508116969e-06,1.93097529091005e-05,9.92105099339752e-06,"1284/3551/5290/5728/5747/5925/7157",7
"29_593.DEL","29_593","DEL","hsa04510","Focal adhesion","9/51","199/7925",4.04391151827609e-06,4.24610709418989e-05,2.18158384538579e-05,"1284/2316/5156/5290/5728/5747/5894/7057/7058",9
"29_593.DEL","29_593","DEL","hsa05230","Central carbon metabolism in cancer","6/51","69/7925",4.62148389917785e-06,4.56711350036399e-05,2.34651194880857e-05,"2475/5156/5290/5728/5894/7157",6
"29_593.DEL","29_593","DEL","hsa05205","Proteoglycans in cancer","9/51","204/7925",4.95745533602747e-06,4.62695831362564e-05,2.377259283943e-05,"2316/4313/2475/5290/5747/5894/7057/7074/7157",9
"29_593.DEL","29_593","DEL","hsa05220","Chronic myeloid leukemia","6/51","76/7925",8.14486784763153e-06,7.20177788632683e-05,3.70016157066917e-05,"1029/3551/5290/5894/5925/7157",6
"29_593.DEL","29_593","DEL","hsa05225","Hepatocellular carcinoma","8/51","168/7925",1.01132439196227e-05,8.49512489248308e-05,4.36466316531086e-05,"1029/2475/5290/5728/5894/5925/6595/7157",8
"29_593.DEL","29_593","DEL","hsa04110","Cell cycle","7/51","124/7925",1.26687859790189e-05,0.000101350287832152,5.20722030215315e-05,"472/545/701/1029/1387/5925/7157",7
"29_593.DEL","29_593","DEL","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","6/51","89/7925",2.03178870545846e-05,0.000155154773871373,7.97161118888007e-05,"3551/3716/2475/5290/5728/5894",6
"29_593.DEL","29_593","DEL","hsa05167","Kaposi sarcoma-associated herpesvirus infection","8/51","186/7925",2.12614695411049e-05,0.000155301168821984,7.97913273396158e-05,"1387/3551/3716/2475/5290/5894/5925/7157",8
"29_593.DEL","29_593","DEL","hsa03460","Fanconi anemia pathway","5/51","54/7925",2.25161609581119e-05,0.000157613126706783,8.09791753756657e-05,"545/2175/2177/79728/7156",5
"29_593.DEL","29_593","DEL","hsa05231","Choline metabolism in cancer","6/51","98/7925",3.52212180193753e-05,0.000236686585090202,0.000121605889582685,"2475/5156/5290/5337/5894/7248",6
"29_593.DEL","29_593","DEL","hsa04150","mTOR signaling pathway","7/51","153/7925",4.94769464095543e-05,0.000319697192184812,0.000164255449618763,"3551/2475/5290/5728/5894/253260/7248",7
"29_593.DEL","29_593","DEL","hsa05223","Non-small cell lung cancer","5/51","66/7925",6.00364649508617e-05,0.000373560226360917,0.000191929439608993,"1029/5290/5894/5925/7157",5
"29_593.DEL","29_593","DEL","hsa05161","Hepatitis B","7/51","162/7925",7.11939416561801e-05,0.00042716364993708,0.000219470045707021,"1387/3551/3716/5290/5894/5925/7157",7
"29_593.DEL","29_593","DEL","hsa04068","FoxO signaling pathway","6/51","131/7925",0.000177993504929582,0.00103113478717827,0.00052978103100638,"472/1387/3551/5290/5728/5894",6
"29_593.DEL","29_593","DEL","hsa04012","ErbB signaling pathway","5/51","85/7925",0.000200997816856556,0.00112558777439671,0.000578309508148687,"2475/3084/5290/5747/5894",5
"29_593.DEL","29_593","DEL","hsa04210","Apoptosis","6/51","136/7925",0.000218417584796903,0.00118368239502838,0.000608157621505808,"472/3551/5290/5894/8795/7157",6
"29_593.DEL","29_593","DEL","hsa04910","Insulin signaling pathway","6/51","137/7925",0.000227308916897578,0.00119337181371228,0.000613135894263204,"3551/2475/5290/5584/5894/7248",6
"29_593.DEL","29_593","DEL","hsa04211","Longevity regulating pathway","5/51","89/7925",0.000249473094479567,0.00127004484462325,0.000652529306134753,"2475/5290/5468/7157/7248",5
"29_593.DEL","29_593","DEL","hsa05224","Breast cancer","6/51","147/7925",0.000332901040969648,0.00164492279067356,0.000845135769644309,"2475/5290/5728/5894/5925/7157",6
"29_593.DEL","29_593","DEL","hsa04072","Phospholipase D signaling pathway","6/51","148/7925",0.000345277578027376,0.0016573323745314,0.000851511620999844,"2475/5156/5290/5337/5894/7248",6
"29_593.DEL","29_593","DEL","hsa05170","Human immunodeficiency virus 1 infection","7/51","212/7925",0.000377964686208231,0.00176383520230508,0.0009062311189788,"472/545/3551/2475/5290/5747/5894",7
"29_593.DEL","29_593","DEL","hsa05160","Hepatitis C","6/51","155/7925",0.000442369592066981,0.00200859706668251,0.00103198596157873,"3551/3716/5290/5894/5925/7157",6
"29_593.DEL","29_593","DEL","hsa05213","Endometrial cancer","4/51","58/7925",0.000499638448878277,0.00220892787925133,0.00113491282016672,"5290/5728/5894/7157",4
"29_593.DEL","29_593","DEL","hsa04630","JAK-STAT signaling pathway","6/51","162/7925",0.000559635659899881,0.00241073822726103,0.00123859984107396,"1387/3716/2475/5156/5290/5894",6
"29_593.DEL","29_593","DEL","hsa04014","Ras signaling pathway","7/51","232/7925",0.000649743543343781,0.00272892288204388,0.00140207817247869,"3551/5156/5290/5337/5894/5921/7074",7
"29_593.DEL","29_593","DEL","hsa05164","Influenza A","6/51","170/7925",0.000721916568047688,0.00295809715687833,0.00151982435378461,"1387/3551/3716/5290/5894/8795",6
"29_593.DEL","29_593","DEL","hsa05221","Acute myeloid leukemia","4/51","67/7925",0.000865020986123181,0.00346008394449272,0.00177773736496493,"3551/2475/5290/5894",4
"29_593.DEL","29_593","DEL","hsa04071","Sphingolipid signaling pathway","5/51","119/7925",0.000949566030123684,0.00354504651246175,0.00182138981216707,"5290/5337/5728/5894/7157",5
"29_593.DEL","29_593","DEL","hsa04919","Thyroid hormone signaling pathway","5/51","119/7925",0.000949566030123684,0.00354504651246175,0.00182138981216707,"1387/2475/5290/5894/7157",5
"29_593.DEL","29_593","DEL","hsa04935","Growth hormone synthesis, secretion and action","5/51","119/7925",0.000949566030123684,0.00354504651246175,0.00182138981216707,"1387/2475/5290/5747/5894",5
"29_593.DEL","29_593","DEL","hsa04360","Axon guidance","6/51","181/7925",0.0010021463252783,0.0036600126662338,0.00188045763553366,"3897/8829/5290/5747/5894/5921",6
"29_593.DEL","29_593","DEL","hsa05202","Transcriptional misregulation in cancer","6/51","186/7925",0.00115432863838068,0.00412611087761606,0.00211993165391301,"472/2115/4297/5468/5747/7157",6
"29_593.DEL","29_593","DEL","hsa01524","Platinum drug resistance","4/51","73/7925",0.00119402001360192,0.00417907004760674,0.00214714125252978,"472/1029/5290/7157",4
"29_593.DEL","29_593","DEL","hsa04926","Relaxin signaling pathway","5/51","129/7925",0.00136355950700377,0.00467506116687005,0.00240197378247709,"1284/4312/4313/5290/5894",5
"29_593.DEL","29_593","DEL","hsa05203","Viral carcinogenesis","6/51","201/7925",0.00171914667656716,0.00577633283326567,0.0029677900521791,"1029/1387/3716/5290/5925/7157",6
"29_593.DEL","29_593","DEL","hsa04140","Autophagy - animal","5/51","137/7925",0.00178064308527821,0.00586564781032821,0.00301367869954206,"2475/5290/5728/5894/7248",5
"29_593.DEL","29_593","DEL","hsa05418","Fluid shear stress and atherosclerosis","5/51","139/7925",0.00189812500116995,0.00613240384993369,0.00315073380761004,"3551/4313/5290/5747/7157",5
"29_593.DEL","29_593","DEL","hsa04015","Rap1 signaling pathway","6/51","210/7925",0.00214685897878254,0.00680513789500882,0.00349637410645816,"5156/5290/5584/5894/7057/7074",6
"29_593.DEL","29_593","DEL","hsa05210","Colorectal cancer","4/51","86/7925",0.00219089767251454,0.00681612609226745,0.00350201967146573,"2475/5290/5894/7157",4
"29_593.DEL","29_593","DEL","hsa03440","Homologous recombination","3/51","41/7925",0.00225312157379688,0.00688226226177956,0.00353599940768123,"472/79728/7156",3
"29_593.DEL","29_593","DEL","hsa05226","Gastric cancer","5/51","149/7925",0.00257266829127559,0.00770809064284051,0.00396029719744939,"2475/5290/5894/5925/7157",5
"29_593.DEL","29_593","DEL","hsa04010","MAPK signaling pathway","7/51","295/7925",0.00261524503953517,0.00770809064284051,0.00396029719744939,"2316/3551/9175/5156/5894/5921/7157",7
"29_593.DEL","29_593","DEL","hsa04930","Type II diabetes mellitus","3/51","46/7925",0.00313684455809612,0.009086032513106,0.00466826231876374,"3551/2475/5290",3
"29_593.DEL","29_593","DEL","hsa04931","Insulin resistance","4/51","108/7925",0.00498471956306104,0.0141937777388857,0.00729254244729715,"3551/2475/5290/5728",4
"29_593.DEL","29_593","DEL","hsa04066","HIF-1 signaling pathway","4/51","109/7925",0.00515032908322379,0.0144209214330266,0.00740924534779563,"1387/2475/5290/7037",4
"29_593.DEL","29_593","DEL","hsa04370","VEGF signaling pathway","3/51","59/7925",0.00633549531792348,0.0174485772690352,0.00896480787005566,"5290/5747/5894",3
"29_593.DEL","29_593","DEL","hsa04722","Neurotrophin signaling pathway","4/51","119/7925",0.00701379089899048,0.0188532332236968,0.00968649827282668,"3551/5290/5894/7157",4
"29_593.DEL","29_593","DEL","hsa04062","Chemokine signaling pathway","5/51","189/7925",0.0070699624588863,0.0188532332236968,0.00968649827282668,"3551/5290/5747/5894/7074",5
"29_593.DEL","29_593","DEL","hsa04152","AMPK signaling pathway","4/51","120/7925",0.00722164304083335,0.0189568129821875,0.00973971594322919,"2475/5290/5468/7248",4
"29_593.DEL","29_593","DEL","hsa04380","Osteoclast differentiation","4/51","128/7925",0.00903282191061795,0.0231848413998778,0.0119120112455513,"3551/3716/5290/5468",4
"29_593.DEL","29_593","DEL","hsa05169","Epstein-Barr virus infection","5/51","201/7925",0.00910833054995199,0.0231848413998778,0.0119120112455513,"3551/3716/5290/5925/7157",5
"29_593.DEL","29_593","DEL","hsa05211","Renal cell carcinoma","3/51","69/7925",0.00976198052042356,0.0244778019019576,0.0125763142604043,"1387/5290/5894",3
"29_593.DEL","29_593","DEL","hsa04810","Regulation of actin cytoskeleton","5/51","213/7925",0.0115231482819928,0.0284510232549134,0.0146176936522738,"5156/5290/5747/5894/7074",5
"29_593.DEL","29_593","DEL","hsa05162","Measles","4/51","138/7925",0.0116852416939823,0.0284510232549134,0.0146176936522738,"3551/3716/5290/7157",4
"29_593.DEL","29_593","DEL","hsa04024","cAMP signaling pathway","5/51","216/7925",0.0121892658954921,0.0292542381491811,0.0150303729839151,"1387/5290/5337/5894/7074",5
"29_593.DEL","29_593","DEL","hsa04662","B cell receptor signaling pathway","3/51","82/7925",0.015566334864161,0.0368330177067471,0.0189242321550956,"3551/5290/5894",3
"29_593.DEL","29_593","DEL","hsa04512","ECM-receptor interaction","3/51","88/7925",0.0187777827865458,0.0432146233991739,0.0222030019970693,"1284/7057/7058",3
"29_593.DEL","29_593","DEL","hsa04540","Gap junction","3/51","88/7925",0.0187777827865458,0.0432146233991739,0.0222030019970693,"5156/5894/7082",3
"29_593.DEL","29_593","DEL","hsa04144","Endocytosis","5/51","249/7925",0.0213176020090569,0.0480013711291775,0.024662358600204,"3482/5156/5337/5584/7037",5
"29_593.DEL","29_593","DEL","hsa04666","Fc gamma R-mediated phagocytosis","3/51","93/7925",0.0217149059870089,0.0480013711291775,0.024662358600204,"5290/5337/5894",3
"29_593.DEL","29_593","DEL","hsa04912","GnRH signaling pathway","3/51","93/7925",0.0217149059870089,0.0480013711291775,0.024662358600204,"4313/5337/5894",3
"9_15.AMP","9_15","AMP","hsa05211","Renal cell carcinoma","12/110","69/7925",1.26591720908074e-10,2.91160958088571e-08,1.4258225407541e-08,"208/1026/1398/3265/3845/5594/5595/5058/5906/6513/7039/7422",12
"9_15.AMP","9_15","AMP","hsa05166","Human T-cell leukemia virus 1 infection","18/110","219/7925",9.25386323295216e-10,1.0641942717895e-07,5.211386136452e-08,"208/821/1026/1871/3106/3123/3133/3265/3569/10524/3845/5594/5595/6513/6722/7132/331/7514",18
"9_15.AMP","9_15","AMP","hsa05163","Human cytomegalovirus infection","18/110","225/7925",1.43471645799905e-09,1.09994928446594e-07,5.38647933354029e-08,"208/1026/1398/1871/3106/3133/3265/3569/3845/5594/5595/4193/5829/6009/387/6714/7132/7422",18
"9_15.AMP","9_15","AMP","hsa05219","Bladder cancer","9/110","41/7925",3.32331377331431e-09,1.72981978230103e-07,8.47097101630252e-08,"1026/1871/3265/3845/5594/5595/4193/6714/7422",9
"9_15.AMP","9_15","AMP","hsa04210","Apoptosis","14/110","136/7925",4.42678390809229e-09,1.72981978230103e-07,8.47097101630252e-08,"9131/208/10018/835/1508/1513/3002/3265/3845/5594/5595/7132/10376/331",14
"9_15.AMP","9_15","AMP","hsa05167","Kaposi sarcoma-associated herpesvirus infection","16/110","186/7925",4.51257334513312e-09,1.72981978230103e-07,8.47097101630252e-08,"208/8678/1026/1871/2247/3106/3133/3265/3569/3845/5594/5595/100507436/6714/7132/7422",16
"9_15.AMP","9_15","AMP","hsa01521","EGFR tyrosine kinase inhibitor resistance","11/110","79/7925",9.11996560234293e-09,2.9965601264841e-07,1.46742303676796e-07,"208/10018/2247/3265/3569/3845/5594/5595/6714/7039/7422",11
"9_15.AMP","9_15","AMP","hsa05205","Proteoglycans in cancer","16/110","204/7925",1.7111518792101e-08,4.91956165272904e-07,2.40912172467738e-07,"208/1026/2247/10818/3265/3845/5594/5595/4193/5058/5829/387/6382/6385/6714/7422",16
"9_15.AMP","9_15","AMP","hsa05210","Colorectal cancer","11/110","86/7925",2.27701705328727e-08,5.81904358062302e-07,2.84960028890921e-07,"208/8313/10018/1026/3265/3845/51176/5594/5595/387/7039",11
"9_15.AMP","9_15","AMP","hsa05220","Chronic myeloid leukemia","10/110","76/7925",7.79640132865469e-08,1.79317230559058e-06,8.78120991753739e-07,"208/1026/1398/1871/3265/3845/5594/5595/4193/861",10
"9_15.AMP","9_15","AMP","hsa04625","C-type lectin receptor signaling pathway","11/110","104/7925",1.68595991039285e-07,3.52518890354869e-06,1.726293879541e-06,"208/8915/3265/3569/3845/5594/5595/4193/5058/387/6714",11
"9_15.AMP","9_15","AMP","hsa04012","ErbB signaling pathway","10/110","85/7925",2.30326185760422e-07,4.41458522707475e-06,2.16183349792676e-06,"208/1026/1398/3265/3845/5594/5595/5058/6714/7039",10
"9_15.AMP","9_15","AMP","hsa04218","Cellular senescence","13/110","160/7925",2.77355589711808e-07,4.90706043336276e-06,2.40299984608611e-06,"208/1026/1871/3106/3133/3265/3486/3569/3845/5594/5595/4193/6009",13
"9_15.AMP","9_15","AMP","hsa05218","Melanoma","9/110","72/7925",5.64476217520645e-07,9.17505632421253e-06,4.49304817707433e-06,"208/1026/1871/2247/3265/3845/5594/5595/4193",9
"9_15.AMP","9_15","AMP","hsa05216","Thyroid cancer","7/110","37/7925",5.983732385356e-07,9.17505632421253e-06,4.49304817707433e-06,"1026/3265/3845/51176/5594/5595/10342",7
"9_15.AMP","9_15","AMP","hsa05214","Glioma","9/110","75/7925",8.04613233871992e-07,1.09017539544833e-05,5.3386163529964e-06,"208/1026/1871/3265/3845/5594/5595/4193/7039",9
"9_15.AMP","9_15","AMP","hsa05215","Prostate cancer","10/110","97/7925",8.05781814027027e-07,1.09017539544833e-05,5.3386163529964e-06,"208/1026/1871/3265/3845/51176/5594/5595/4193/7039",10
"9_15.AMP","9_15","AMP","hsa01522","Endocrine resistance","10/110","98/7925",8.87032334753571e-07,1.13343020551845e-05,5.55043624670363e-06,"208/10498/1026/1871/3265/3845/5594/5595/4193/6714",10
"9_15.AMP","9_15","AMP","hsa05213","Endometrial cancer","8/110","58/7925",1.1487371296132e-06,1.39057652532124e-05,6.80968824756856e-06,"208/8313/1026/3265/3845/51176/5594/5595",8
"9_15.AMP","9_15","AMP","hsa04370","VEGF signaling pathway","8/110","59/7925",1.313742317958e-06,1.5108036656517e-05,7.39844358007927e-06,"208/3265/3845/5594/5595/5829/6714/7422",8
"9_15.AMP","9_15","AMP","hsa05223","Non-small cell lung cancer","8/110","66/7925",3.13975032306437e-06,3.43877416335622e-05,1.68397636374881e-05,"208/1026/1871/3265/3845/5594/5595/7039",8
"9_15.AMP","9_15","AMP","hsa05230","Central carbon metabolism in cancer","8/110","69/7925",4.41595632507389e-06,4.61668161257725e-05,2.26080060661678e-05,"208/2539/3265/3845/3939/5594/5595/6513",8
"9_15.AMP","9_15","AMP","hsa05224","Breast cancer","11/110","147/7925",5.43580167926048e-06,5.43580167926048e-05,2.66192576512985e-05,"208/8313/1026/1452/1871/2247/3265/3845/51176/5594/5595",11
"9_15.AMP","9_15","AMP","hsa05226","Gastric cancer","11/110","149/7925",6.19528305384605e-06,5.9371462599358e-05,2.90743546825232e-05,"208/8313/1026/1452/1871/2247/3265/3845/51176/5594/5595",11
"9_15.AMP","9_15","AMP","hsa05170","Human immunodeficiency virus 1 infection","13/110","212/7925",6.69086553109545e-06,6.15559628860782e-05,3.01441099716721e-05,"208/9582/1398/3106/3133/3265/3845/5594/5595/4615/5058/5829/7132",13
"9_15.AMP","9_15","AMP","hsa05212","Pancreatic cancer","8/110","75/7925",8.31672435976631e-06,7.35710231825482e-05,3.60279152427124e-05,"208/1026/1871/3845/5594/5595/7039/7422",8
"9_15.AMP","9_15","AMP","hsa05165","Human papillomavirus infection","16/110","330/7925",1.12273745589171e-05,9.56405980944794e-05,4.68354416297908e-05,"208/8313/1026/1452/3106/3133/3265/3845/5594/5595/4193/5829/6009/9368/7132/7422",16
"9_15.AMP","9_15","AMP","hsa04068","FoxO signaling pathway","10/110","131/7925",1.24726818823278e-05,0.000102454172604835,5.01720662183862e-05,"208/10018/1026/3265/3569/3845/5594/5595/4193/5562",10
"9_15.AMP","9_15","AMP","hsa04510","Focal adhesion","12/110","199/7925",1.83603675472305e-05,0.00013726345741725,6.72182606116508e-05,"208/1398/3265/5594/5595/5058/5829/5906/387/6714/7422/331",12
"9_15.AMP","9_15","AMP","hsa04066","HIF-1 signaling pathway","9/110","109/7925",1.8451238519106e-05,0.00013726345741725,6.72182606116508e-05,"208/1026/2597/3569/3939/5594/5595/6513/7422",9
