"Cluster","Mutation_Level","Copy_Number_Alteration","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"29_593.AMP","29_593","AMP","MF","GO:0046982","protein heterodimerization activity","13/155","497/16969",0.000648878784061859,0.00522707909383164,0.00356693600595408,"AHR/ARNT/CTNNB1/DAXX/EGFR/ERBB2/ERBB3/HGF/NCOA3/SOS1/TAF1/TAL1/TCF4",13
"29_593.AMP","29_593","AMP","MF","GO:0035326","enhancer binding","6/155","121/16969",0.00085443896700096,0.00673239493600322,0.00459415697992234,"AHR/ARNT/NONO/RAI1/SOX10/TAL1",6
"29_593.AMP","29_593","AMP","MF","GO:0016746","transferase activity, transferring acyl groups","8/155","217/16969",0.000866699118198115,0.00673239493600322,0.00459415697992234,"EP300/FASN/NAT10/NCOA1/NCOA3/PHF20/TAF1/TGM2",8
"29_593.AMP","29_593","AMP","MF","GO:0070888","E-box binding","4/155","49/16969",0.00103070705382894,0.00786592225290505,0.00536767108365209,"AHR/NONO/TAL1/TCF4",4
"29_593.AMP","29_593","AMP","MF","GO:0016887","ATPase activity","9/155","280/16969",0.0011004677407395,0.00825350805554628,0.00563215794716044,"ABCC1/ATP2B4/ATP2C1/ATRX/BLM/BPTF/DHX16/MSH6/SMARCA1",9
"29_593.AMP","29_593","AMP","MF","GO:0004386","helicase activity","6/155","128/16969",0.0011445147308525,0.00839220898447771,0.00572680685692127,"ATRX/BLM/DDX46/DHX16/MCM2/SMARCA1",6
"29_593.AMP","29_593","AMP","MF","GO:0000217","DNA secondary structure binding","3/155","23/16969",0.00115754606682451,0.00839220898447771,0.00572680685692127,"ABL1/BLM/MSH6",3
"29_593.AMP","29_593","AMP","MF","GO:0019903","protein phosphatase binding","6/155","132/16969",0.00134111079905461,0.00956365897686481,0.00652619922922172,"ATP2B4/CTNNB1/DAB2IP/EGFR/ERBB2/MET",6
"29_593.AMP","29_593","AMP","MF","GO:0030695","GTPase regulator activity","8/155","235/16969",0.00144369916266849,0.010129179609045,0.00691210804537374,"ASAP1/DAB2IP/LLGL1/NF1/PLXNB1/SOS1/SRGAP2/STARD13",8
"29_593.AMP","29_593","AMP","MF","GO:0045296","cadherin binding","9/155","297/16969",0.0016538299822115,0.0111574872270494,0.0076138206848831,"ASAP1/CTNNB1/CTNND1/DAB2IP/EGFR/EPHA2/FASN/FLNB/MARK2",9
"29_593.AMP","29_593","AMP","MF","GO:0005520","insulin-like growth factor binding","3/155","26/16969",0.00166565571888113,0.0111574872270494,0.0076138206848831,"IGF1R/ITGAV/ITGB3",3
"29_593.AMP","29_593","AMP","MF","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","7/155","187/16969",0.00166721073507635,0.0111574872270494,0.0076138206848831,"EP300/FASN/NAT10/NCOA1/NCOA3/PHF20/TAF1",7
"29_593.AMP","29_593","AMP","MF","GO:0051020","GTPase binding","11/155","426/16969",0.00187007156518085,0.0123254716796011,0.00841084818789474,"DOCK10/DOCK3/EGF/HERC2/MYO5A/RAC1/RANBP2/ROCK2/SOS1/SRGAP2/TRIO",11
"29_593.AMP","29_593","AMP","MF","GO:0051015","actin filament binding","6/155","143/16969",0.00201570013325254,0.0130870083278337,0.00893051747961064,"ABL1/ACTN4/ANTXR1/EGFR/MYO5A/SYNE1",6
"29_593.AMP","29_593","AMP","MF","GO:0043548","phosphatidylinositol 3-kinase binding","3/155","28/16969",0.00207088864601941,0.0132475964855654,0.00904010213897019,"DAB2IP/IGF1R/JAK2",3
"29_593.AMP","29_593","AMP","MF","GO:0003684","damaged DNA binding","4/155","60/16969",0.00219513231371265,0.0138388776299276,0.00944358981642972,"BLM/BRCA1/EP300/MSH6",4
"29_593.AMP","29_593","AMP","MF","GO:0017016","Ras GTPase binding","9/155","320/16969",0.00273673842996307,0.0170068745290562,0.0116054171014975,"DOCK3/EGF/MYO5A/RAC1/RANBP2/ROCK2/SOS1/SRGAP2/TRIO",9
"29_593.AMP","29_593","AMP","MF","GO:0035064","methylated histone binding","4/155","66/16969",0.00311029523572708,0.0187913670491844,0.0128231470244888,"ATRX/BPTF/MSH6/TAF1",4
"29_593.AMP","29_593","AMP","MF","GO:0140034","methylation-dependent protein binding","4/155","66/16969",0.00311029523572708,0.0187913670491844,0.0128231470244888,"ATRX/BPTF/MSH6/TAF1",4
"29_593.AMP","29_593","AMP","MF","GO:0060589","nucleoside-triphosphatase regulator activity","8/155","267/16969",0.00318816160531695,0.0189979492919572,0.0129641178471432,"ASAP1/DAB2IP/LLGL1/NF1/PLXNB1/SOS1/SRGAP2/STARD13",8
"29_593.AMP","29_593","AMP","MF","GO:0045295","gamma-catenin binding","2/155","10/16969",0.0035553374544928,0.020381044899004,0.0139079362650191,"APC/PTPRK",2
"29_593.AMP","29_593","AMP","MF","GO:0097617","annealing activity","2/155","10/16969",0.0035553374544928,0.020381044899004,0.0139079362650191,"BLM/SMARCA1",2
"29_593.AMP","29_593","AMP","MF","GO:0031267","small GTPase binding","9/155","333/16969",0.00356082623522828,0.020381044899004,0.0139079362650191,"DOCK3/EGF/MYO5A/RAC1/RANBP2/ROCK2/SOS1/SRGAP2/TRIO",9
"29_593.AMP","29_593","AMP","MF","GO:0042623","ATPase activity, coupled","7/155","218/16969",0.00392668374919715,0.0221832133883215,0.0151377281923936,"ABCC1/ATP2B4/ATP2C1/ATRX/BLM/BPTF/SMARCA1",7
"29_593.AMP","29_593","AMP","MF","GO:0008094","DNA-dependent ATPase activity","4/155","72/16969",0.00425659891018696,0.0234869485779278,0.0160273914070796,"ATRX/BLM/BPTF/SMARCA1",4
"29_593.AMP","29_593","AMP","MF","GO:0030546","receptor activator activity","2/155","11/16969",0.00431943881892924,0.0234869485779278,0.0160273914070796,"EGF/PRKCE",2
"29_593.AMP","29_593","AMP","MF","GO:0032404","mismatch repair complex binding","2/155","11/16969",0.00431943881892924,0.0234869485779278,0.0160273914070796,"MLH1/MSH6",2
"29_593.AMP","29_593","AMP","MF","GO:0001102","RNA polymerase II activating transcription factor binding","3/155","37/16969",0.00462593931384818,0.0248430074262217,0.0169527600585469,"CTNNB1/EP300/HNF4A",3
"29_593.AMP","29_593","AMP","MF","GO:0070851","growth factor receptor binding","5/155","121/16969",0.00506918443707223,0.0268914052454442,0.0183505778081434,"DAB2IP/EGF/ITGA5/ITGB3/JAK2",5
"29_593.AMP","29_593","AMP","MF","GO:0005041","low-density lipoprotein particle receptor activity","2/155","12/16969",0.00515236698099375,0.0270033691172564,0.0184269814665851,"LDLR/LRP1",2
"29_593.AMP","29_593","AMP","MF","GO:0003779","actin binding","9/155","361/16969",0.00599458491797016,0.0309761826905485,0.0211380121445486,"ABL1/ACTN4/ANTXR1/CCDC88A/EGFR/FLNB/MYO5A/PRKCE/SYNE1",9
"29_593.AMP","29_593","AMP","MF","GO:0051010","microtubule plus-end binding","2/155","13/16969",0.00605281730734857,0.0309761826905485,0.0211380121445486,"APC/KIF2C",2
"29_593.AMP","29_593","AMP","MF","GO:0030331","estrogen receptor binding","3/155","41/16969",0.00618013838934536,0.0312600023182004,0.0213316894222202,"CTNNB1/NCOA1/PARP1",3
"29_593.AMP","29_593","AMP","MF","GO:0005161","platelet-derived growth factor receptor binding","2/155","14/16969",0.0070195029881234,0.034125321983115,0.0232869710810367,"ITGA5/ITGB3",2
"29_593.AMP","29_593","AMP","MF","GO:0030228","lipoprotein particle receptor activity","2/155","14/16969",0.0070195029881234,0.034125321983115,0.0232869710810367,"LDLR/LRP1",2
"29_593.AMP","29_593","AMP","MF","GO:0035173","histone kinase activity","2/155","14/16969",0.0070195029881234,0.034125321983115,0.0232869710810367,"JAK2/PRKCA",2
"29_593.AMP","29_593","AMP","MF","GO:0018024","histone-lysine N-methyltransferase activity","3/155","43/16969",0.00706041144478241,0.034125321983115,0.0232869710810367,"EZH2/SETD2/SETDB1",3
"29_593.AMP","29_593","AMP","MF","GO:0140030","modification-dependent protein binding","5/155","135/16969",0.00799003157141211,0.0378797627862136,0.02584898513179,"ATRX/BPTF/MSH6/TAF1/TRIM24",5
"29_593.AMP","29_593","AMP","MF","GO:0048156","tau protein binding","3/155","45/16969",0.00801135212949805,0.0378797627862136,0.02584898513179,"EP300/MARK2/ROCK2",3
"29_593.AMP","29_593","AMP","MF","GO:0015631","tubulin binding","7/155","252/16969",0.00850458800324153,0.0393985650547065,0.0268854091843369,"APC/BRCA1/CCDC88A/CEP350/KIF2C/SETD2/VPS41",7
"29_593.AMP","29_593","AMP","MF","GO:1990841","promoter-specific chromatin binding","3/155","46/16969",0.00851371290837336,0.0393985650547065,0.0268854091843369,"EZH2/SETDB1/SOX10",3
"29_593.AMP","29_593","AMP","MF","GO:0032183","SUMO binding","2/155","16/16969",0.00914652101328661,0.0418814383239966,0.0285797110886075,"DAXX/HERC2",2
"29_593.AMP","29_593","AMP","MF","GO:0005085","guanyl-nucleotide exchange factor activity","6/155","196/16969",0.00929568112316659,0.0421210550893486,0.0287432245255809,"DOCK10/DOCK3/EGF/HERC2/SOS1/TRIO",6
"29_593.AMP","29_593","AMP","MF","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity","2/155","17/16969",0.0103043669472879,0.0452767638592955,0.0308966664448187,"PTPRF/PTPRK",2
"29_593.AMP","29_593","AMP","MF","GO:0005123","death receptor binding","2/155","17/16969",0.0103043669472879,0.0452767638592955,0.0308966664448187,"DAB2IP/FASLG",2
"29_593.AMP","29_593","AMP","MF","GO:0019198","transmembrane receptor protein phosphatase activity","2/155","17/16969",0.0103043669472879,0.0452767638592955,0.0308966664448187,"PTPRF/PTPRK",2
"29_593.AMP","29_593","AMP","MF","GO:0017048","Rho GTPase binding","5/155","146/16969",0.0109821667700858,0.0477724254498732,0.0325996950438336,"DOCK3/ROCK2/SOS1/SRGAP2/TRIO",5
"29_593.AMP","29_593","AMP","MF","GO:0001091","RNA polymerase II basal transcription factor binding","2/155","18/16969",0.0115234750000616,0.0491442316179098,0.0335358095977025,"AHR/TCF4",2
"29_593.AMP","29_593","AMP","MF","GO:0017025","TBP-class protein binding","2/155","18/16969",0.0115234750000616,0.0491442316179098,0.0335358095977025,"AHR/TAF1",2
"29_593.DEL","29_593","DEL","BP","GO:0031589","cell-substrate adhesion","13/75","322/17913",7.48225630095916e-10,1.88044137294586e-06,1.17638164962031e-06,"CDKN2A/FLNA/L1CAM/NRP1/PTEN/PTK2/RASA1/THBS1/TIAM1/TRPM7/TSC1/TYRO3/UTRN",13
"29_593.DEL","29_593","DEL","BP","GO:0007160","cell-matrix adhesion","11/75","214/17913",1.37208418310534e-09,1.88044137294586e-06,1.17638164962031e-06,"CDKN2A/L1CAM/NRP1/PTEN/PTK2/RASA1/THBS1/TIAM1/TRPM7/TSC1/UTRN",11
"29_593.DEL","29_593","DEL","BP","GO:0070997","neuron death","12/75","347/17913",2.01900673617754e-08,1.84469915462088e-05,1.15402174499411e-05,"ATM/FBXW7/MTOR/MYB/NRP1/PIK3CA/PRKCI/RASA1/RB1/TP53/TSC1/TYRO3",12
"29_593.DEL","29_593","DEL","BP","GO:0001952","regulation of cell-matrix adhesion","8/75","117/17913",3.04755146581935e-08,2.08833464195271e-05,1.30643719416308e-05,"CDKN2A/NRP1/PTEN/PTK2/RASA1/THBS1/TSC1/UTRN",8
"29_593.DEL","29_593","DEL","BP","GO:0051402","neuron apoptotic process","10/75","238/17913",5.52419632729588e-08,3.0283644266236e-05,1.89450859308737e-05,"ATM/FBXW7/MYB/NRP1/PIK3CA/PRKCI/RASA1/RB1/TP53/TYRO3",10
"29_593.DEL","29_593","DEL","BP","GO:1901214","regulation of neuron death","11/75","313/17913",7.04743913118379e-08,3.21950510976246e-05,2.01408392012253e-05,"ATM/FBXW7/MTOR/MYB/NRP1/PIK3CA/PRKCI/RASA1/TP53/TSC1/TYRO3",11
"29_593.DEL","29_593","DEL","BP","GO:1901888","regulation of cell junction assembly","7/75","90/17913",9.59242537748945e-08,3.75611970852837e-05,2.34978359998952e-05,"IKBKB/NRP1/PTEN/PTK2/THBS1/TJP1/TSC1",7
"29_593.DEL","29_593","DEL","BP","GO:0010810","regulation of cell-substrate adhesion","9/75","201/17913",1.56196292374432e-07,5.35167546747898e-05,3.34794421418355e-05,"CDKN2A/FLNA/NRP1/PTEN/PTK2/RASA1/THBS1/TSC1/UTRN",9
"29_593.DEL","29_593","DEL","BP","GO:0043523","regulation of neuron apoptotic process","9/75","210/17913",2.26610958348502e-07,6.84826227680088e-05,4.28419103627514e-05,"ATM/FBXW7/MYB/NRP1/PIK3CA/PRKCI/RASA1/TP53/TYRO3",9
"29_593.DEL","29_593","DEL","BP","GO:0034329","cell junction assembly","9/75","214/17913",2.65870839739282e-07,6.84826227680088e-05,4.28419103627514e-05,"FLNA/IKBKB/NRP1/PRKCI/PTEN/PTK2/THBS1/TJP1/TSC1",9
"29_593.DEL","29_593","DEL","BP","GO:0090399","replicative senescence","4/75","14/17913",2.74829934494016e-07,6.84826227680088e-05,4.28419103627514e-05,"ATM/ATR/CDKN2A/TP53",4
"29_593.DEL","29_593","DEL","BP","GO:0034349","glial cell apoptotic process","4/75","15/17913",3.73580511242414e-07,8.53320151096214e-05,5.33826888433239e-05,"AKAP12/PRKCI/RB1/TP53",4
"29_593.DEL","29_593","DEL","BP","GO:0018105","peptidyl-serine phosphorylation","9/75","231/17913",5.06243829798138e-07,0.000106739564421284,6.67749958494872e-05,"ATM/ATR/IKBKB/MAP3K13/MTOR/PIK3CA/PRKCI/RAF1/RICTOR",9
"29_593.DEL","29_593","DEL","BP","GO:0002521","leukocyte differentiation","12/75","485/17913",7.52692788023202e-07,0.000139208578427504,8.70872229721782e-05,"ATM/FANCA/FANCD2/FBXW7/MTOR/MYB/PPARG/RB1/TFRC/TP53/TSC1/TYRO3",12
"29_593.DEL","29_593","DEL","BP","GO:0014015","positive regulation of gliogenesis","6/75","76/17913",7.61812723973934e-07,0.000139208578427504,8.70872229721782e-05,"DICER1/MTOR/MYB/PPARG/PRKCI/TIAM1",6
"29_593.DEL","29_593","DEL","BP","GO:0018209","peptidyl-serine modification","9/75","252/17913",1.04670046225178e-06,0.000179312872939507,0.000112175990329483,"ATM/ATR/IKBKB/MAP3K13/MTOR/PIK3CA/PRKCI/RAF1/RICTOR",9
"29_593.DEL","29_593","DEL","BP","GO:0018108","peptidyl-tyrosine phosphorylation","10/75","346/17913",1.72777542117567e-06,0.000265264438205439,0.000165946262346305,"FBXW7/JAK1/MTOR/NRG1/NRP1/PDGFRA/PTK2/RICTOR/TP53/TYRO3",10
"29_593.DEL","29_593","DEL","BP","GO:0043491","protein kinase B signaling","9/75","268/17913",1.74197733954685e-06,0.000265264438205439,0.000165946262346305,"MTOR/NRG1/PDGFRA/PIK3CA/PTEN/PTK2/RICTOR/THBS1/TYRO3",9
"29_593.DEL","29_593","DEL","BP","GO:0018212","peptidyl-tyrosine modification","10/75","349/17913",1.86697096243863e-06,0.000269335126739172,0.000168492836443907,"FBXW7/JAK1/MTOR/NRG1/NRP1/PDGFRA/PTK2/RICTOR/TP53/TYRO3",10
"29_593.DEL","29_593","DEL","BP","GO:0034330","cell junction organization","9/75","277/17913",2.28583743933875e-06,0.000313274021061376,0.000195980483614885,"FLNA/IKBKB/NRP1/PRKCI/PTEN/PTK2/THBS1/TJP1/TSC1",9
"29_593.DEL","29_593","DEL","BP","GO:0046777","protein autophosphorylation","8/75","210/17913",2.68623133811893e-06,0.000349045045900264,0.000218358409251917,"ATM/ATR/MAP3K13/MTOR/PDGFRA/PTK2/TRPM7/TYRO3",8
"29_593.DEL","29_593","DEL","BP","GO:0050769","positive regulation of neurogenesis","11/75","455/17913",2.85126581745695e-06,0.000349045045900264,0.000218358409251917,"DICER1/FLNA/L1CAM/MAP3K13/MTOR/MYB/NRP1/PPARG/PRKCI/PTEN/TIAM1",11
"29_593.DEL","29_593","DEL","BP","GO:0035264","multicellular organism growth","7/75","149/17913",2.95835237643693e-06,0.000349045045900264,0.000218358409251917,"ANKRD11/ATM/MTOR/PALB2/PIK3CA/TP53/WDR11",7
"29_593.DEL","29_593","DEL","BP","GO:0048511","rhythmic process","9/75","287/17913",3.0562134628261e-06,0.000349045045900264,0.000218358409251917,"CREBBP/FBXW7/KMT2A/MTOR/PDGFRA/PPARG/PTEN/TP53/TYRO3",9
"29_593.DEL","29_593","DEL","BP","GO:0070482","response to oxygen levels","10/75","389/17913",4.90210784067366e-06,0.000537467103651461,0.000336232996735048,"ATM/CREBBP/MTOR/MYB/PPARG/PTEN/RAF1/THBS1/TP53/TSC1",10
"29_593.DEL","29_593","DEL","BP","GO:0051893","regulation of focal adhesion assembly","5/75","61/17913",5.56947563165542e-06,0.000565404915050648,0.00035371055765952,"NRP1/PTEN/PTK2/THBS1/TSC1",5
"29_593.DEL","29_593","DEL","BP","GO:0090109","regulation of cell-substrate junction assembly","5/75","61/17913",5.56947563165542e-06,0.000565404915050648,0.00035371055765952,"NRP1/PTEN/PTK2/THBS1/TSC1",5
"29_593.DEL","29_593","DEL","BP","GO:2001233","regulation of apoptotic signaling pathway","10/75","397/17913",5.8646909026558e-06,0.000574111348720698,0.000359157198512267,"FBXW7/MAGEA3/NRP1/PHIP/PTEN/RAF1/RB1/THBS1/TNFRSF10B/TP53",10
"29_593.DEL","29_593","DEL","BP","GO:0051896","regulation of protein kinase B signaling","8/75","241/17913",7.41715593644349e-06,0.000674605447284112,0.000422025105561097,"MTOR/NRG1/PDGFRA/PIK3CA/PTEN/PTK2/RICTOR/THBS1",8
"29_593.DEL","29_593","DEL","BP","GO:0048660","regulation of smooth muscle cell proliferation","7/75","172/17913",7.63211698062366e-06,0.000674605447284112,0.000422025105561097,"MMP2/MTOR/MYB/PPARG/PTEN/SF1/THBS1",7
"29_593.DEL","29_593","DEL","BP","GO:0007265","Ras protein signal transduction","9/75","324/17913",8.16343346742271e-06,0.000674605447284112,0.000422025105561097,"CDKN2A/NRG1/NRP1/PLD1/RAF1/RASA1/RB1/TIAM1/TP53",9
"29_593.DEL","29_593","DEL","BP","GO:0048659","smooth muscle cell proliferation","7/75","174/17913",8.2324287251385e-06,0.000674605447284112,0.000422025105561097,"MMP2/MTOR/MYB/PPARG/PTEN/SF1/THBS1",7
"29_593.DEL","29_593","DEL","BP","GO:0045792","negative regulation of cell size","3/75","10/17913",8.28303176381631e-06,0.000674605447284112,0.000422025105561097,"MTOR/PTEN/TSC1",3
"29_593.DEL","29_593","DEL","BP","GO:0007015","actin filament organization","9/75","325/17913",8.36796249823415e-06,0.000674605447284112,0.000422025105561097,"FAT1/FLNA/MICAL1/MTOR/NRP1/PRKCI/RASA1/RICTOR/TSC1",9
"29_593.DEL","29_593","DEL","BP","GO:1903391","regulation of adherens junction organization","5/75","67/17913",8.86651544345797e-06,0.000689861285388573,0.000431568975555593,"NRP1/PTEN/PTK2/THBS1/TSC1",5
"29_593.DEL","29_593","DEL","BP","GO:0007569","cell aging","6/75","116/17913",9.06056412768648e-06,0.000689861285388573,0.000431568975555593,"ATM/ATR/CDKN2A/MTOR/PTEN/TP53",6
"29_593.DEL","29_593","DEL","BP","GO:0030198","extracellular matrix organization","9/75","334/17913",1.04150506263319e-05,0.000762996014548268,0.000477321188079314,"COL4A2/HTRA1/MMP1/MMP2/PDGFRA/PTK2/RB1/THBS1/VCAN",9
"29_593.DEL","29_593","DEL","BP","GO:0016242","negative regulation of macroautophagy","4/75","33/17913",1.05778360280314e-05,0.000762996014548268,0.000477321188079314,"MTOR/PIK3CA/TP53/TSC1",4
"29_593.DEL","29_593","DEL","BP","GO:0048608","reproductive structure development","10/75","426/17913",1.08608776237257e-05,0.000763324758118774,0.000477526846128184,"ATM/FANCA/FLNA/HTRA1/PDGFRA/PPARG/PTEN/PTK2/SF1/TYRO3",10
"29_593.DEL","29_593","DEL","BP","GO:0051090","regulation of DNA-binding transcription factor activity","10/75","429/17913",1.15431454000474e-05,0.000768697120544886,0.000480887731856456,"CDKN2A/FANCA/FANCD2/FLNA/IKBKB/MAP3K13/PPARG/PRKCI/PTEN/RB1",10
"29_593.DEL","29_593","DEL","BP","GO:0061458","reproductive system development","10/75","429/17913",1.15431454000474e-05,0.000768697120544886,0.000480887731856456,"ATM/FANCA/FLNA/HTRA1/PDGFRA/PPARG/PTEN/PTK2/SF1/TYRO3",10
"29_593.DEL","29_593","DEL","BP","GO:0022604","regulation of cell morphogenesis","10/75","430/17913",1.17786497858027e-05,0.000768697120544886,0.000480887731856456,"EPB41/FLNA/L1CAM/MAP3K13/NRP1/PHIP/PTEN/PTK2/RASA1/TIAM1",10
"29_593.DEL","29_593","DEL","BP","GO:0060251","regulation of glial cell proliferation","4/75","36/17913",1.50829226907863e-05,0.000961448630126634,0.00060147077266318,"DICER1/MTOR/MYB/PRKCI",4
"29_593.DEL","29_593","DEL","BP","GO:0014013","regulation of gliogenesis","6/75","128/17913",1.59184938419458e-05,0.000983880373146615,0.000615503803013052,"DICER1/MTOR/MYB/PPARG/PRKCI/TIAM1",6
"29_593.DEL","29_593","DEL","BP","GO:0001667","ameboidal-type cell migration","10/75","446/17913",1.6152724112221e-05,0.000983880373146615,0.000615503803013052,"AGO2/AKAP12/FBXW7/MTOR/NRP1/PIK3CA/PPARG/PTEN/PTK2/THBS1",10
"29_593.DEL","29_593","DEL","BP","GO:0007059","chromosome segregation","8/75","275/17913",1.93139394902832e-05,0.001150858872671,0.00071996355674305,"ATM/BUB1B/CDCA2/FANCD2/FBXW7/MKI67/RB1/TOP3A",8
"29_593.DEL","29_593","DEL","BP","GO:0010661","positive regulation of muscle cell apoptotic process","4/75","39/17913",2.08616083051285e-05,0.00120322333291384,0.00075272213725941,"CDKN2A/PPARG/PTEN/TP53",4
"29_593.DEL","29_593","DEL","BP","GO:0036293","response to decreased oxygen levels","9/75","365/17913",2.10706749288085e-05,0.00120322333291384,0.00075272213725941,"ATM/CREBBP/MTOR/MYB/PTEN/RAF1/THBS1/TP53/TSC1",9
"29_593.DEL","29_593","DEL","BP","GO:0007045","cell-substrate adherens junction assembly","5/75","81/17913",2.24758359390329e-05,0.00123212532617778,0.000770802878835465,"NRP1/PTEN/PTK2/THBS1/TSC1",5
"29_593.DEL","29_593","DEL","BP","GO:0048041","focal adhesion assembly","5/75","81/17913",2.24758359390329e-05,0.00123212532617778,0.000770802878835465,"NRP1/PTEN/PTK2/THBS1/TSC1",5
"29_593.DEL","29_593","DEL","BP","GO:0050678","regulation of epithelial cell proliferation","9/75","369/17913",2.29589357289547e-05,0.00123393025162872,0.000771932018626774,"FBXW7/HTRA1/MTOR/NRP1/PPARG/PTEN/RB1/RICTOR/THBS1",9
"29_593.DEL","29_593","DEL","BP","GO:0016049","cell growth","10/75","466/17913",2.3533977790288e-05,0.00124051217544576,0.000776049591505649,"CDKN2A/L1CAM/MAP3K13/MTOR/NRP1/PPARG/RB1/SMARCA2/TIAM1/TP53",10
"29_593.DEL","29_593","DEL","BP","GO:1903706","regulation of hemopoiesis","10/75","468/17913",2.4410636204961e-05,0.00126108808262594,0.000788921633133375,"CREBBP/FANCA/FANCD2/FBXW7/KMT2A/MTOR/MYB/RB1/TCF12/THBS1",10
"29_593.DEL","29_593","DEL","BP","GO:0042063","gliogenesis","8/75","285/17913",2.49494743606978e-05,0.00126108808262594,0.000788921633133375,"DICER1/MTOR/MYB/NRG1/PPARG/PRKCI/PTEN/TIAM1",8
"29_593.DEL","29_593","DEL","BP","GO:0010507","negative regulation of autophagy","5/75","83/17913",2.53045766305825e-05,0.00126108808262594,0.000788921633133375,"MTOR/PIK3CA/PTK2/TP53/TSC1",5
"29_593.DEL","29_593","DEL","BP","GO:0051053","negative regulation of DNA metabolic process","6/75","141/17913",2.75524859821093e-05,0.0013485957870886,0.000843665407234137,"ATM/ATR/FBXW7/KMT2A/PPARG/TP53",6
"29_593.DEL","29_593","DEL","BP","GO:0001953","negative regulation of cell-matrix adhesion","4/75","42/17913",2.81207875911345e-05,0.00135226454012806,0.000845960535290085,"CDKN2A/PTEN/RASA1/THBS1",4
"29_593.DEL","29_593","DEL","BP","GO:0034599","cellular response to oxidative stress","8/75","296/17913",3.26824384028547e-05,0.00154452695969353,0.000966237607227774,"FANCD2/FBXW7/KDM6B/MMP2/MYB/PDGFRA/TP53/TSC1",8
"29_593.DEL","29_593","DEL","BP","GO:0043062","extracellular structure organization","9/75","387/17913",3.33435873055272e-05,0.00154906394583814,0.000969075891537982,"COL4A2/HTRA1/MMP1/MMP2/PDGFRA/PTK2/RB1/THBS1/VCAN",9
"29_593.DEL","29_593","DEL","BP","GO:0050770","regulation of axonogenesis","6/75","148/17913",3.61938707069333e-05,0.00162152794213036,0.00101440850159579,"L1CAM/MAP3K13/NRP1/PTEN/PTK2/TIAM1",6
"29_593.DEL","29_593","DEL","BP","GO:1901652","response to peptide","10/75","491/17913",3.66938157257151e-05,0.00162152794213036,0.00101440850159579,"MMP2/MTOR/PHIP/PIK3CA/PPARG/PRKCI/PTEN/PTK2/TP53/TSC1",10
"29_593.DEL","29_593","DEL","BP","GO:0034333","adherens junction assembly","5/75","90/17913",3.74419423226887e-05,0.00162152794213036,0.00101440850159579,"NRP1/PTEN/PTK2/THBS1/TSC1",5
"29_593.DEL","29_593","DEL","BP","GO:0007409","axonogenesis","9/75","393/17913",3.7589897281789e-05,0.00162152794213036,0.00101440850159579,"ETV1/L1CAM/MAP3K13/NCAM1/NRP1/PIK3CA/PTEN/PTK2/TIAM1",9
"29_593.DEL","29_593","DEL","BP","GO:0050808","synapse organization","9/75","394/17913",3.83403760378774e-05,0.00162152794213036,0.00101440850159579,"L1CAM/NRG1/NRP1/PTEN/PTK2/THBS2/TIAM1/TSC1/UTRN",9
"29_593.DEL","29_593","DEL","BP","GO:0032147","activation of protein kinase activity","8/75","303/17913",3.85786039361983e-05,0.00162152794213036,0.00101440850159579,"MAP3K13/MTOR/NRG1/PIK3CA/RAF1/RICTOR/THBS1/TNFRSF10B",8
"29_593.DEL","29_593","DEL","BP","GO:0001558","regulation of cell growth","9/75","396/17913",3.98795106817521e-05,0.00162152794213036,0.00101440850159579,"CDKN2A/L1CAM/MAP3K13/MTOR/NRP1/PPARG/RB1/SMARCA2/TP53",9
"29_593.DEL","29_593","DEL","BP","GO:0060324","face development","4/75","46/17913",4.04820159134474e-05,0.00162152794213036,0.00101440850159579,"ANKRD11/MMP2/PDGFRA/RAF1",4
"29_593.DEL","29_593","DEL","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","6/75","151/17913",4.05067800501358e-05,0.00162152794213036,0.00101440850159579,"NRP1/PHIP/PTEN/RAF1/THBS1/TNFRSF10B",6
"29_593.DEL","29_593","DEL","BP","GO:2001234","negative regulation of apoptotic signaling pathway","7/75","223/17913",4.08192002944161e-05,0.00162152794213036,0.00101440850159579,"MAGEA3/NRP1/PHIP/RAF1/RB1/THBS1/TNFRSF10B",7
"29_593.DEL","29_593","DEL","BP","GO:0043410","positive regulation of MAPK cascade","10/75","499/17913",4.20567730490378e-05,0.00164682307039161,0.00103023283153207,"AKAP12/FBXW7/MAP3K13/NRG1/NRP1/PDGFRA/PTEN/RAF1/THBS1/TIAM1",10
"29_593.DEL","29_593","DEL","BP","GO:1901216","positive regulation of neuron death","5/75","93/17913",4.38467271078084e-05,0.00169273069017609,0.00105895208982387,"ATM/FBXW7/MTOR/MYB/TP53",5
"29_593.DEL","29_593","DEL","BP","GO:0019216","regulation of lipid metabolic process","9/75","402/17913",4.48150070363772e-05,0.00169802019402993,0.00106226114021957,"CREBBP/FBXW7/MBTPS1/MTOR/PDGFRA/PPARG/PTK2/RB1/SF1",9
