"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0051155","positive regulation of striated muscle cell differentiation","14/992","69/17913",2.06739548810767e-05,7.04104159191102e-05,2.62090314065508e-05,"BCL2/EHD1/NIBAN2/GDF15/IGF1/MAML1/MAPK14/MIR199A2/MIR206/MMP14/MTOR/NFATC2/NRG1/TGFB1",14
"BP","GO:1903312","negative regulation of mRNA metabolic process","14/992","69/17913",2.06739548810767e-05,7.04104159191102e-05,2.62090314065508e-05,"AXIN2/CDK9/E2F1/ELAVL1/HNRNPD/HNRNPK/MAPK14/MTOR/MYD88/PTBP1/SRSF6/U2AF2/YBX1/YBX3",14
"BP","GO:0010827","regulation of glucose transmembrane transport","15/992","78/17913",2.07998809463777e-05,7.07561932486748e-05,2.63377408989169e-05,"AKT1/AKT2/BRAF/GSK3A/HK2/IGF1/IL1B/IRS1/MAPK14/PRKCI/PTPN11/RAP1A/SLC2A1/TNF/YES1",15
"BP","GO:0032760","positive regulation of tumor necrosis factor production","15/992","78/17913",2.07998809463777e-05,7.07561932486748e-05,2.63377408989169e-05,"AKAP12/APP/CLU/FADD/HDAC2/HLA-E/HSPB1/JAK2/MAVS/MIF/MIR206/PTPN11/PYCARD/THBS1/TWIST1",15
"BP","GO:0034766","negative regulation of ion transmembrane transport","17/992","97/17913",2.1519645589553e-05,7.31188895251363e-05,2.72172127796832e-05,"AKT1/AKT2/ARL6IP5/CAB39/CALM1/CALM2/CALM3/CAV1/GSTM2/MTOR/OXSR1/PRKCE/PTEN/SLC9A3R1/TGFB1/THBS1/TWIST1",17
"BP","GO:1902750","negative regulation of cell cycle G2/M phase transition","17/992","97/17913",2.1519645589553e-05,7.31188895251363e-05,2.72172127796832e-05,"ATM/AURKA/AURKB/BLM/BRCA1/CDK1/CHEK1/CUL1/HMGA2/MIR21/PLK1/PSMB6/PSMB9/PSMD2/PSMD7/PSMD9/SYF2",17
"BP","GO:0031333","negative regulation of protein complex assembly","20/992","127/17913",2.16842051933657e-05,7.36348888299303e-05,2.74092843902336e-05,"CDC42/CLU/CTNNBIP1/DDX3X/DKK1/EIF4EBP1/EP300/FKBP4/GSK3B/HMGB1/MIR214/PARK7/PRKCD/RAF1/RPL13A/SIRT2/SRC/STMN1/TMSB4X/VDAC2",20
"BP","GO:1904659","glucose transmembrane transport","18/992","107/17913",2.22007160336688e-05,7.53273890917333e-05,2.80392876637287e-05,"AKT1/AKT2/BRAF/GSK3A/HK2/IGF1/IL1B/IRS1/MAPK14/PPARD/PRKCI/PTPN11/RAP1A/SESN2/SLC2A1/TNF/TSC1/YES1",18
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","19/992","117/17913",2.22085923011834e-05,7.53273890917333e-05,2.80392876637287e-05,"B2M/CD81/FADD/HLA-E/HSPD1/IL1B/IL6/MAP3K7/MAVS/MLH1/MSH2/P2RX7/PVR/STAT5B/STAT6/TFRC/TGFB1/TNF/TRAF2",19
"BP","GO:0007266","Rho protein signal transduction","23/992","159/17913",2.24175234768556e-05,7.59916050062902e-05,2.82865302845556e-05,"ABL1/APOE/ARRB1/BCL6/CTNNAL1/CUL3/F2R/ITGB1/KANK2/MET/NGFR/NRP1/RAC1/RAF1/RHOA/RHOB/ROBO1/ROCK1/ROCK2/SOS1/STMN1/TIAM1/TRIO",23
"BP","GO:0090596","sensory organ morphogenesis","31/992","250/17913",2.24890104249749e-05,7.61894044771348e-05,2.83601576374961e-05,"ALDH1A3/BAK1/BAX/BCL2/CTHRC1/CTNNB1/EPHA2/FASLG/FAT1/FGFR1/FRS2/HDAC1/HDAC2/HIF1A/JAG1/MAPK1/MAPK3/NF1/PRKCI/PRRX1/PTK7/RING1/SKI/SLC9A3R1/SPRY2/STAT3/TBX2/TFAP2A/TWIST1/VEGFA/YY1",31
"BP","GO:0030212","hyaluronan metabolic process","10/992","37/17913",2.2923486438698e-05,7.75707242383013e-05,2.88743294759992e-05,"AKT1/AP2A1/CD44/EGF/FGF2/HGF/IL1B/NFKB1/SLC9A1/TGFB1",10
"BP","GO:0034405","response to fluid shear stress","10/992","37/17913",2.2923486438698e-05,7.75707242383013e-05,2.88743294759992e-05,"ADAM9/AKT1/ETS1/HDAC3/P2RX7/PTGS2/SMAD7/SRC/TGFB1/TGFB3",10
"BP","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","13/992","61/17913",2.3359341368349e-05,7.89534848114361e-05,2.93890376312623e-05,"ADAM17/BIRC3/CASP8/CYLD/GSTP1/HSPA1A/HSPA1B/IKBKB/PYCARD/SPATA2/TNF/TNFRSF1A/TRAF2",13
"BP","GO:0034113","heterotypic cell-cell adhesion","13/992","61/17913",2.3359341368349e-05,7.89534848114361e-05,2.93890376312623e-05,"CD200/CD44/CD47/DSG2/IL10/IL1B/ITGA5/ITGAV/ITGB1/ITGB3/MIR221/TNF/WNK1",13
"BP","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","9/992","30/17913",2.34916810525171e-05,7.92622164657353e-05,2.95039575265378e-05,"ACVR1/ACVR1B/ENG/SDCBP/SMAD4/TGFB1/TGFB3/TGFBR1/TWSG1",9
"BP","GO:0031572","G2 DNA damage checkpoint","9/992","30/17913",2.34916810525171e-05,7.92622164657353e-05,2.95039575265378e-05,"ATM/BLM/BRCA1/CDK1/CHEK1/HMGA2/MIR21/PLK1/SYF2",9
"BP","GO:0061082","myeloid leukocyte cytokine production","9/992","30/17913",2.34916810525171e-05,7.92622164657353e-05,2.95039575265378e-05,"BCL10/BCL6/HMOX1/KIT/MAVS/MIF/SIRT1/TGFB1/TGFB3",9
"BP","GO:0090150","establishment of protein localization to membrane","34/992","287/17913",2.42150879488154e-05,8.16555291297263e-05,3.03948258158019e-05,"AKT2/BAD/BAX/BCL2/BCL2L11/BID/BRAF/CALM3/CASP8/E2F1/EGFR/ERBB2/FYN/GZMB/HRAS/HSP90AA1/HSPA4/HSPA5/LYPLA1/MAPK8/PAK1/PMAIP1/PRKCI/PRNP/RAB8A/RPL13A/RPL23A/RPL8/RPS27/RPS3/RPS6/RPSA/SDCBP/TP53",34
"BP","GO:0097581","lamellipodium organization","15/992","79/17913",2.43778261639572e-05,8.21565321039814e-05,3.05813153076708e-05,"CCDC88A/CD44/CDC42/CTTN/EPHA2/FSCN1/ITGB1/KIT/MIR214/MTOR/RAC1/RREB1/SRC/SRGAP2/VCL",15
"BP","GO:0032006","regulation of TOR signaling","17/992","98/17913",2.47134019546402e-05,8.32391006602284e-05,3.0984282296575e-05,"AKT1S1/AKT3/ATM/DEPTOR/GSK3A/HDAC3/HIF1A/MIR199A2/PIK3CA/PRKAA1/RHEB/RICTOR/SESN2/SIRT1/STK11/TSC1/TSC2",17
"BP","GO:0043901","negative regulation of multi-organism process","25/992","182/17913",2.47632012648721e-05,8.33584256159364e-05,3.10286988998703e-05,"ADA/ANXA2/BST2/CALR/HDAC1/HMGA2/HTRA1/IGF1/IL10/ISG15/ITGAV/JUN/MAVS/MIR155/MIR221/MIR222/REST/RNF125/SETDB1/SIRT2/STAT1/TIMP1/TNF/TRIM13/TRIM28",25
"BP","GO:0022602","ovulation cycle process","11/992","45/17913",2.53470320356496e-05,8.51261064312495e-05,3.16866868040821e-05,"ARRB1/CASP2/CASP3/ESR1/FOXO3/HSPA5/PDGFRA/SIRT1/SRC/STAT5B/TGFB3",11
"BP","GO:0032007","negative regulation of TOR signaling","11/992","45/17913",2.53470320356496e-05,8.51261064312495e-05,3.16866868040821e-05,"AKT1S1/ATM/DEPTOR/GSK3A/HIF1A/PRKAA1/SESN2/SIRT1/STK11/TSC1/TSC2",11
"BP","GO:0045058","T cell selection","11/992","45/17913",2.53470320356496e-05,8.51261064312495e-05,3.16866868040821e-05,"ATG5/BCL2/CYLD/IL6/IRF4/MTOR/RHOA/SRF/STAT3/STAT6/STK11",11
"BP","GO:0060412","ventricular septum morphogenesis","11/992","45/17913",2.53470320356496e-05,8.51261064312495e-05,3.16866868040821e-05,"ACVR1/EGLN1/HES1/NOTCH1/ROBO1/SMAD4/SMAD7/SOX4/TBX3/TGFBR1/TGFBR2",11
"BP","GO:0050773","regulation of dendrite development","21/992","139/17913",2.59708205749132e-05,8.71705783185743e-05,3.24477052870047e-05,"ADAM10/APOE/ARF6/ASAP1/CARM1/CRK/CUX1/DAB2IP/DNM1L/EZH2/GSK3B/HDAC2/ID1/ILK/LZTS1/MAPK6/MTOR/PTEN/RHOA/STK11/TIAM1",21
"BP","GO:0034765","regulation of ion transmembrane transport","47/992","453/17913",2.60852515194177e-05,8.75040247614938e-05,3.25718248250134e-05,"ABL1/ACTN4/AKAP9/AKT1/AKT2/APP/ARL6IP1/ARL6IP5/ATG5/ATP2B4/BAX/CAB39/CALM1/CALM2/CALM3/CAPN1/CAV1/CNKSR3/DIAPH1/F2/F2R/FLNA/FYN/G6PD/GSTM2/KIF5B/MIR21/MTOR/MYO5A/OXSR1/P2RX7/PARK7/PDPK1/PRKCE/PRNP/PTEN/S100A1/SLC9A1/SLC9A3R1/STIM1/TGFB1/THBS1/TMSB4X/TPCN2/TWIST1/UTRN/WDR1",47
"BP","GO:0006754","ATP biosynthetic process","22/992","150/17913",2.69878283678043e-05,9.04794245857022e-05,3.36793647595781e-05,"AAAS/ARNT/ENO1/GAPDH/GPI/HIF1A/HK2/IGF1/LDHA/P2RX7/PARP1/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TGFB1/TMSB4X/TP53/TPI1/TREX1/VCP",22
"BP","GO:0035303","regulation of dephosphorylation","27/992","206/17913",2.80260702688107e-05,9.39059546846342e-05,3.49548299561134e-05,"BAG4/CALM1/CALM2/CALM3/CDCA2/GSK3B/HSP90B1/IGFBP3/IKBKB/JAK2/MGAT5/MTOR/PKMYT1/PPP2R1A/PRKCD/PTBP1/RCAN1/RIPK3/ROCK1/ROCK2/SET/SHOC2/SMAD3/TGFB1/TNF/TSC1/WNK1",27
"BP","GO:0010658","striated muscle cell apoptotic process","13/992","62/17913",2.80750637873041e-05,9.39073644558038e-05,3.49553547184852e-05,"APAF1/BNIP3/CFLAR/HSF1/ILK/JAK2/MIR199A2/MIR21/MIR34A/PDPK1/PTEN/SFRP2/TP53",13
"BP","GO:0032623","interleukin-2 production","13/992","62/17913",2.80750637873041e-05,9.39073644558038e-05,3.49553547184852e-05,"ABL1/ANXA1/IL1A/IL1B/IRF4/KAT5/MAP3K7/PAWR/PRNP/RPS3/RUNX1/STAT5B/TRAF2",13
"BP","GO:0048857","neural nucleus development","13/992","62/17913",2.80750637873041e-05,9.39073644558038e-05,3.49553547184852e-05,"ACTB/ALDH1A3/BCL2/CALM1/CALM2/CALM3/CDC42/G6PD/HSPA5/RHOA/S100A1/SIRT2/ZNF148",13
"BP","GO:0042104","positive regulation of activated T cell proliferation","8/992","24/17913",2.85322983029833e-05,9.52171059593229e-05,3.54428828171636e-05,"FADD/HMGB1/IGF1/MIR155/MIR21/PYCARD/RPS3/STAT5B",8
"BP","GO:1901032","negative regulation of response to reactive oxygen species","8/992","24/17913",2.85322983029833e-05,9.52171059593229e-05,3.54428828171636e-05,"HGF/IL10/MET/MIR155/MIR21/MIRLET7B/PARK7/TXN",8
"BP","GO:1903206","negative regulation of hydrogen peroxide-induced cell death","8/992","24/17913",2.85322983029833e-05,9.52171059593229e-05,3.54428828171636e-05,"HGF/IL10/MET/MIR155/MIR21/MIRLET7B/PARK7/TXN",8
"BP","GO:2001039","negative regulation of cellular response to drug","8/992","24/17913",2.85322983029833e-05,9.52171059593229e-05,3.54428828171636e-05,"HGF/IL10/MET/MIR155/MIR21/MIRLET7B/PARK7/TXN",8
"BP","GO:1900371","regulation of purine nucleotide biosynthetic process","18/992","109/17913",2.87437440288675e-05,9.58675764045034e-05,3.56850089302426e-05,"AAAS/ARNT/ENO1/HIF1A/IGF1/P2RX7/PARP1/PDK1/PDK3/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TMSB4X/TP53/TREX1/VCP",18
"BP","GO:1904064","positive regulation of cation transmembrane transport","21/992","140/17913",2.89896325993382e-05,9.60514524857324e-05,3.57534535477745e-05,"ABL1/ACTN4/AKAP9/BAX/CALM1/CALM2/CALM3/CNKSR3/F2/F2R/FLNA/G6PD/GSTM2/KIF5B/MIR21/PARK7/PDPK1/S100A1/SLC9A1/STIM1/TMSB4X",21
"BP","GO:0010888","negative regulation of lipid storage","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"IL6/ITGAV/ITGB3/NFKBIA/PPARA/PPARG/TNF",7
"BP","GO:0031065","positive regulation of histone deacetylation","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"BCL6/CTBP1/ING2/PRKD1/TGFB1/TP53/VEGFA",7
"BP","GO:0035089","establishment of apical/basal cell polarity","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"CDC42/FSCN1/MSN/PRKCI/PTK7/RHOA/SLC9A3R1",7
"BP","GO:0036166","phenotypic switching","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"DNMT1/MIR182/MIR21/MIR214/MIR221/SOD2/SP1",7
"BP","GO:0038083","peptidyl-tyrosine autophosphorylation","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"ABL1/CAV1/DDR1/EGFR/IGF1R/MAPK3/VEGFA",7
"BP","GO:0042026","protein refolding","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"B2M/HSP90AA1/HSPA1A/HSPA1B/HSPA8/HSPD1/ST13",7
"BP","GO:0042772","DNA damage response, signal transduction resulting in transcription","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"BRCA1/CDKN1A/CHEK2/FOXM1/ING4/KAT5/TP53",7
"BP","GO:0060749","mammary gland alveolus development","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"CCND1/DDR1/EGF/ESR1/HIF1A/SOCS2/VEGFA",7
"BP","GO:0061377","mammary gland lobule development","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"CCND1/DDR1/EGF/ESR1/HIF1A/SOCS2/VEGFA",7
"BP","GO:0070932","histone H3 deacetylation","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"ELK4/HDAC1/HDAC2/HDAC6/SFPQ/SIRT1/SIRT2",7
"BP","GO:2000647","negative regulation of stem cell proliferation","7/992","18/17913",2.90219785606144e-05,9.60514524857324e-05,3.57534535477745e-05,"MIR137/MIR221/MIR222/NF1/SNAI2/TGFB1/TP53",7
"BP","GO:0043407","negative regulation of MAP kinase activity","14/992","71/17913",2.90307234840498e-05,9.60514524857324e-05,3.57534535477745e-05,"APOE/CAV1/DAB2IP/DUSP14/DUSP6/GSTP1/IL1B/NF1/PAQR3/PPP2R1A/PRKCD/SFRP1/SFRP2/STK38",14
"BP","GO:0070664","negative regulation of leukocyte proliferation","14/992","71/17913",2.90307234840498e-05,9.60514524857324e-05,3.57534535477745e-05,"ATM/CASP3/CEBPB/ERBB2/GSTP1/IL10/MAD1L1/PAWR/PKN1/PRKAR1A/PRNP/SDC4/TGFB1/TWSG1",14
"BP","GO:0032350","regulation of hormone metabolic process","10/992","38/17913",2.9577242978762e-05,9.75813477115014e-05,3.63229299739182e-05,"ARNT/DKK3/EGR1/HIF1A/IL1B/NFKB1/REST/TCF7L2/TNF/VDR",10
"BP","GO:0042149","cellular response to glucose starvation","10/992","38/17913",2.9577242978762e-05,9.75813477115014e-05,3.63229299739182e-05,"ATF4/BCL2/BECN1/HSPA5/PMAIP1/PRKAA1/SESN2/SLC2A1/TP53/XBP1",10
"BP","GO:0043331","response to dsRNA","10/992","38/17913",2.9577242978762e-05,9.75813477115014e-05,3.63229299739182e-05,"CAV1/IRF3/MAPK1/MAPK3/MAVS/NFKB1/NFKBIA/P2RX7/PMAIP1/TMEM173",10
"BP","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","10/992","38/17913",2.9577242978762e-05,9.75813477115014e-05,3.63229299739182e-05,"ABL1/AKT3/ANXA1/FGF2/HMOX1/MIR146A/MIR31/NRP1/PTGS2/VEGFA",10
"BP","GO:2000279","negative regulation of DNA biosynthetic process","10/992","38/17913",2.9577242978762e-05,9.75813477115014e-05,3.63229299739182e-05,"DNAJC2/NIBAN2/MEN1/NAT10/POT1/PPARG/SRC/TERF1/TERF2/TP53",10
"BP","GO:0072524","pyridine-containing compound metabolic process","25/992","184/17913",2.98624417578073e-05,9.84662661712806e-05,3.66523252118505e-05,"AAAS/ARNT/ENO1/G6PD/GAPDH/GPI/HIF1A/HK2/IGF1/LDHA/MDH2/NAMPT/NT5E/P2RX7/PFKFB3/PPARA/PRKAA1/PTGS2/RANBP2/STAT3/TP53/TP53I3/TPI1/TREX1/VCP",25
"BP","GO:0010524","positive regulation of calcium ion transport into cytosol","12/992","54/17913",3.07636693601917e-05,0.000101322704309547,3.77155837638622e-05,"ABL1/BAK1/BAX/CALM1/CALM2/CALM3/CAV1/F2/F2R/GSTM2/P2RX7/PDPK1",12
"BP","GO:0032663","regulation of interleukin-2 production","12/992","54/17913",3.07636693601917e-05,0.000101322704309547,3.77155837638622e-05,"ABL1/ANXA1/IL1A/IL1B/IRF4/KAT5/MAP3K7/PRNP/RPS3/RUNX1/STAT5B/TRAF2",12
"BP","GO:0051225","spindle assembly","16/992","90/17913",3.10754595698033e-05,0.000102233502838831,3.80546123997173e-05,"AAAS/AURKA/AURKB/CHEK2/DRG1/FLNA/HDAC3/HSPA1A/HSPA1B/KIF23/MLH1/PLK1/RHOA/RPS3/SMC1A/STAG2",16
"BP","GO:2001169","regulation of ATP biosynthetic process","16/992","90/17913",3.10754595698033e-05,0.000102233502838831,3.80546123997173e-05,"AAAS/ARNT/ENO1/HIF1A/IGF1/P2RX7/PARP1/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TMSB4X/TP53/TREX1/VCP",16
"BP","GO:0044068","modulation by symbiont of host cellular process","9/992","31/17913",3.14840473225866e-05,0.000103518976457484,3.8533107207677e-05,"BAD/BCL2L1/BCL2L11/CASP8/GAPDH/ITGAV/MIR155/MIR221/MIR222",9
"BP","GO:0032757","positive regulation of interleukin-8 production","11/992","46/17913",3.16606902252118e-05,0.000103981881826856,3.8705415540269e-05,"BCL10/F2R/FADD/HSPA1A/HSPA1B/IL1B/MAVS/MYD88/PARK7/PYCARD/TNF",11
"BP","GO:0048806","genitalia development","11/992","46/17913",3.16606902252118e-05,0.000103981881826856,3.8705415540269e-05,"AXL/BAK1/BAX/CTNNB1/DHCR24/ESR1/PDGFRA/PTPN11/TBX3/TYRO3/WT1",11
"BP","GO:0006096","glycolytic process","18/992","110/17913",3.26182060095932e-05,0.000107005426954548,3.98308767121193e-05,"AAAS/ARNT/ENO1/GAPDH/GPI/HIF1A/HK2/IGF1/LDHA/P2RX7/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TP53/TPI1/TREX1",18
"BP","GO:0030808","regulation of nucleotide biosynthetic process","18/992","110/17913",3.26182060095932e-05,0.000107005426954548,3.98308767121193e-05,"AAAS/ARNT/ENO1/HIF1A/IGF1/P2RX7/PARP1/PDK1/PDK3/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TMSB4X/TP53/TREX1/VCP",18
"BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","25/992","185/17913",3.27516306488675e-05,0.000107382395570057,3.99711966087454e-05,"AKAP9/APP/ATM/AURKA/AURKB/BLM/BRCA1/CCNB1/CCND1/CDC7/CDK1/CDK4/CNTRL/CUL1/HMGA2/HSP90AA1/MIR21/PLK1/PPP2R1A/PSMB6/PSMB9/PSMD2/PSMD7/PSMD9/SYF2",25
"BP","GO:0043537","negative regulation of blood vessel endothelial cell migration","15/992","81/17913",3.31974639834263e-05,0.000108659870826113,4.04467141677601e-05,"APOE/FGF2/HMGB1/MIR137/MIR146A/MIR155/MIR200B/MIR206/MIR221/NOTCH1/PPARG/RHOA/STARD13/TGFB1/THBS1",15
"BP","GO:0046889","positive regulation of lipid biosynthetic process","15/992","81/17913",3.31974639834263e-05,0.000108659870826113,4.04467141677601e-05,"AKT1/APOE/CREB1/CCN1/IL1B/LDLR/MIR182/MTOR/NSMAF/PRKAA1/PRKCD/PTGS2/RAB38/TNF/TNFRSF1A",15
"BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","15/992","81/17913",3.31974639834263e-05,0.000108659870826113,4.04467141677601e-05,"AKAP12/APP/CLU/FADD/HDAC2/HLA-E/HSPB1/JAK2/MAVS/MIF/MIR206/PTPN11/PYCARD/THBS1/TWIST1",15
"BP","GO:0006611","protein export from nucleus","23/992","163/17913",3.35680864529447e-05,0.00010979764716599,4.08702312772132e-05,"AAAS/AGFG1/CALR/EIF4E/GSK3B/IL1B/MCM3AP/MDM2/PARK7/PTPN11/RANBP2/RANGAP1/SETD2/SRSF1/SRSF6/STRADB/TCF7L2/TGFB1/TP53/TSC1/TXN/U2AF2/XPO1",23
"BP","GO:0019748","secondary metabolic process","13/992","63/17913",3.36018661585571e-05,0.00010979764716599,4.08702312772132e-05,"ASIP/BCL2/CBS/DCT/MC1R/MIR21/MPST/MYO5A/PMEL/SP1/TYR/TYRP1/ZEB2",13
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","13/992","63/17913",3.36018661585571e-05,0.00010979764716599,4.08702312772132e-05,"ADA/ANXA1/BCL6/HMGB1/IRF4/MIR21/MYB/RARA/RHOA/RUNX1/RUNX3/SMAD7/TGFBR2",13
"BP","GO:0035019","somatic stem cell population maintenance","14/992","72/17913",3.42249553467429e-05,0.000111644961198599,4.15578612374458e-05,"FGF2/FOXD3/HES1/KIT/RAF1/REST/SFRP1/SKI/SMAD2/SMAD4/SOX2/SOX4/STAT3/YAP1",14
"BP","GO:0051651","maintenance of location in cell","14/992","72/17913",3.42249553467429e-05,0.000111644961198599,4.15578612374458e-05,"AKAP9/AKT1/APOE/ARL2/BCL3/CAV1/FLNB/HK2/HSPA5/PARK7/RANGAP1/SYNE1/TMSB4X/TXN",14
"BP","GO:2000779","regulation of double-strand break repair","14/992","72/17913",3.42249553467429e-05,0.000111644961198599,4.15578612374458e-05,"CHEK1/DEK/DTX3L/FOXM1/HMGA2/HSF1/MGMT/MIR221/OGG1/PARP1/RAD51/SETD2/TERF2IP/TWIST1",14
"BP","GO:0016311","dephosphorylation","47/992","458/17913",3.44005934057814e-05,0.000112154829541052,4.17476507057529e-05,"APEX1/BAG4/BCL2/BTRC/CALM1/CALM2/CALM3/CDC25C/CDCA2/CDKN3/DUSP14/DUSP6/GSK3B/HSP90B1/IGFBP3/IKBKB/ILKAP/INPP4B/JAK2/MGAT5/MTOR/NT5C2/NT5E/PFKFB3/PKMYT1/PPP2R1A/PPP6C/PRKCD/PTBP1/PTEN/PTPN11/PTPRF/PTPRK/RCAN1/RIPK3/ROCK1/ROCK2/RPRD1A/SBF1/SET/SHOC2/SMAD3/STK11/TGFB1/TNF/TSC1/WNK1",47
"BP","GO:0009650","UV protection","6/992","13/17913",3.48207235713953e-05,0.000113079617421105,4.20918866298885e-05,"CAT/ERCC1/ERCC2/MC1R/SDF4/XPA",6
"BP","GO:0030656","regulation of vitamin metabolic process","6/992","13/17913",3.48207235713953e-05,0.000113079617421105,4.20918866298885e-05,"IL1B/NFKB1/SNAI1/SNAI2/TNF/VDR",6
"BP","GO:0033127","regulation of histone phosphorylation","6/992","13/17913",3.48207235713953e-05,0.000113079617421105,4.20918866298885e-05,"ATM/CCNB1/CDK9/IL1B/MAPK3/TWIST1",6
"BP","GO:0045073","regulation of chemokine biosynthetic process","6/992","13/17913",3.48207235713953e-05,0.000113079617421105,4.20918866298885e-05,"APP/EGR1/HMOX1/IL1B/IL6/TNF",6
"BP","GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development","6/992","13/17913",3.48207235713953e-05,0.000113079617421105,4.20918866298885e-05,"G6PD/GSK3A/MIR199A2/PAK1/PPARA/YY1",6
"BP","GO:0090239","regulation of histone H4 acetylation","6/992","13/17913",3.48207235713953e-05,0.000113079617421105,4.20918866298885e-05,"ARRB1/ATG5/BRCA1/CTBP1/SIRT1/SMARCB1",6
"BP","GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","6/992","13/17913",3.48207235713953e-05,0.000113079617421105,4.20918866298885e-05,"ATF6/BAK1/BAX/BCL2L11/DAB2IP/XBP1",6
"BP","GO:0072006","nephron development","21/992","142/17913",3.59870485423938e-05,0.000116801836343528,4.34774167587251e-05,"BCL2/CFLAR/CTNNB1/CTNNBIP1/EGR1/FGF2/HES1/HOXB7/IL6R/ILK/JAG1/LIF/MYC/NID1/PDGFRA/SMAD4/STAT1/TGFB1/VEGFA/WT1/YAP1",21
"BP","GO:0046031","ADP metabolic process","19/992","121/17913",3.60081551933234e-05,0.000116804977696463,4.34785860717686e-05,"AAAS/ARNT/BAD/ENO1/GAPDH/GPI/HIF1A/HK2/IGF1/LDHA/P2RX7/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TP53/TPI1/TREX1",19
"BP","GO:0009132","nucleoside diphosphate metabolic process","22/992","153/17913",3.68391920599665e-05,0.000119433937366018,4.44571697890567e-05,"AAAS/ARNT/BAD/CMPK1/ENO1/GAPDH/GPI/HIF1A/HK2/IGF1/LDHA/NME1/NME2/P2RX7/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TP53/TPI1/TREX1",22
"BP","GO:0006757","ATP generation from ADP","18/992","111/17913",3.69501841732946e-05,0.000119726853745871,4.45662027282724e-05,"AAAS/ARNT/ENO1/GAPDH/GPI/HIF1A/HK2/IGF1/LDHA/P2RX7/PFKFB3/PPARA/PRKAA1/RANBP2/STAT3/TP53/TPI1/TREX1",18
"BP","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response","12/992","55/17913",3.73866581263855e-05,0.000120938436772468,4.50171930708407e-05,"BCL6/ERCC1/EXO1/HSPD1/IL10/MLH1/MSH2/MSH6/STAT6/TFRC/TGFB1/TREX1",12
"BP","GO:0003229","ventricular cardiac muscle tissue development","12/992","55/17913",3.73866581263855e-05,0.000120938436772468,4.50171930708407e-05,"DSG2/ENG/MED1/NOTCH1/NRG1/RXRA/SMAD4/SMAD7/TBX3/TGFB1/TGFBR1/TPM1",12
"BP","GO:0042306","regulation of protein import into nucleus","12/992","55/17913",3.73866581263855e-05,0.000120938436772468,4.50171930708407e-05,"CDH1/FLNA/HDAC3/MAPK1/MAPK14/MAVS/NF1/PRKCD/PTGS2/SMAD3/TGFB1/TRIM28",12
"BP","GO:0045616","regulation of keratinocyte differentiation","10/992","39/17913",3.78169778247507e-05,0.000122194134475517,4.54846043211046e-05,"CTSK/ERRFI1/MED1/NCOA3/NME2/ROCK1/ROCK2/RUNX1/SRSF6/VDR",10
"BP","GO:0071548","response to dexamethasone","10/992","39/17913",3.78169778247507e-05,0.000122194134475517,4.54846043211046e-05,"CASP9/CFLAR/EGFR/EIF4E/EIF4EBP1/ERRFI1/FOXO3/ICAM1/PCNA/TGFB1",10
"BP","GO:0000070","mitotic sister chromatid segregation","20/992","132/17913",3.84621835764821e-05,0.000124209724244764,4.62348719466445e-05,"APC/ATM/ATRX/AURKB/BECN1/BUB1B/CCNB1/CDCA5/CUL3/INCENP/KIF22/KIF23/KIF2C/MAD1L1/MAU2/NCAPG/PLK1/PPP2R1A/RB1/SMC1A",20
